t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
2.1650,118.355,70.234,-13.955,1.15570,0.00,4.794,0.4691,0.2067,2987.2,677.62,2.9196,coast
2.1700,118.706,70.165,-13.946,1.15570,0.00,4.784,0.4691,0.2065,2981.2,677.62,2.9196,coast
2.1750,119.057,70.095,-13.938,1.15570,0.00,4.774,0.4690,0.2063,2975.2,677.62,2.9196,coast
2.1800,119.407,70.025,-13.929,1.15570,0.00,4.764,0.4690,0.2061,2969.1,677.62,2.9196,coast
2.1850,119.757,69.956,-13.921,1.15570,0.00,4.754,0.4690,0.2059,2963.1,677.62,2.9196,coast
2.1900,120.107,69.886,-13.912,1.15570,0.00,4.745,0.4690,0.2056,2957.2,677.62,2.9196,coast
2.1950,120.456,69.817,-13.904,1.15570,0.00,4.735,0.4690,0.2054,2951.2,677.62,2.9196,coast
2.2000,120.805,69.747,-13.895,1.15570,0.00,4.725,0.4689,0.2052,2945.2,677.62,2.9196,coast
2.2050,121.154,69.678,-13.887,1.15570,0.00,4.715,0.4689,0.2050,2939.2,677.62,2.9196,coast
2.2100,121.502,69.608,-13.878,1.15570,0.00,4.705,0.4689,0.2048,2933.3,677.62,2.9196,coast
2.2150,121.850,69.539,-13.870,1.15570,0.00,4.696,0.4689,0.2046,2927.3,677.62,2.9196,coast
2.2200,122.197,69.470,-13.861,1.15570,0.00,4.686,0.4688,0.2044,2921.4,677.62,2.9196,coast
2.2250,122.544,69.400,-13.853,1.15570,0.00,4.676,0.4688,0.2042,2915.5,677.62,2.9196,coast
2.2300,122.891,69.331,-13.845,1.15570,0.00,4.667,0.4688,0.2040,2909.6,677.62,2.9196,coast
2.2350,123.238,69.262,-13.836,1.15570,0.00,4.657,0.4688,0.2038,2903.7,677.62,2.9196,coast
2.2400,123.584,69.193,-13.828,1.15570,0.00,4.647,0.4688,0.2036,2897.8,677.62,2.9196,coast
2.2450,123.930,69.124,-13.819,1.15570,0.00,4.638,0.4687,0.2034,2891.9,677.62,2.9196,coast
2.2500,124.275,69.054,-13.811,1.15570,0.00,4.628,0.4687,0.2032,2886.0,677.62,2.9196,coast
2.2550,124.620,68.985,-13.803,1.15570,0.00,4.618,0.4687,0.2030,2880.2,677.62,2.9196,coast
2.2600,124.965,68.916,-13.795,1.15570,0.00,4.609,0.4687,0.2028,2874.3,677.62,2.9196,coast
2.2650,125.309,68.847,-13.786,1.15570,0.00,4.599,0.4687,0.2026,2868.5,677.62,2.9196,coast
2.2700,125.653,68.779,-13.778,1.15570,0.00,4.590,0.4686,0.2024,2862.6,677.62,2.9196,coast
2.2750,125.997,68.710,-13.770,1.15570,0.00,4.580,0.4686,0.2022,2856.8,677.62,2.9196,coast
2.2800,126.341,68.641,-13.761,1.15570,0.00,4.571,0.4686,0.2020,2851.0,677.62,2.9196,coast
2.2850,126.684,68.572,-13.753,1.15570,0.00,4.561,0.4686,0.2018,2845.2,677.62,2.9196,coast
2.2900,127.026,68.503,-13.745,1.15570,0.00,4.552,0.4686,0.2016,2839.4,677.62,2.9196,coast
2.2950,127.369,68.435,-13.737,1.15570,0.00,4.542,0.4685,0.2014,2833.6,677.62,2.9196,coast
2.3000,127.711,68.366,-13.729,1.15570,0.00,4.533,0.4685,0.2012,2827.8,677.62,2.9196,coast
2.3050,128.052,68.297,-13.720,1.15570,0.00,4.523,0.4685,0.2010,2822.1,677.62,2.9196,coast
2.3100,128.394,68.229,-13.712,1.15570,0.00,4.514,0.4685,0.2008,2816.3,677.62,2.9196,coast
2.3150,128.735,68.160,-13.704,1.15570,0.00,4.504,0.4685,0.2006,2810.6,677.62,2.9196,coast
2.3200,129.075,68.092,-13.696,1.15570,0.00,4.495,0.4684,0.2004,2804.8,677.62,2.9196,coast
2.3250,129.415,68.023,-13.688,1.15570,0.00,4.486,0.4684,0.2002,2799.1,677.62,2.9196,coast
2.3300,129.755,67.955,-13.680,1.15570,0.00,4.476,0.4684,0.2000,2793.4,677.62,2.9196,coast
2.3350,130.095,67.886,-13.672,1.15570,0.00,4.467,0.4684,0.1998,2787.7,677.62,2.9196,coast
2.3400,130.434,67.818,-13.664,1.15570,0.00,4.458,0.4683,0.1996,2782.0,677.62,2.9196,coast
2.3450,130.773,67.750,-13.656,1.15570,0.00,4.448,0.4683,0.1994,2776.3,677.62,2.9196,coast
2.3500,131.112,67.682,-13.648,1.15570,0.00,4.439,0.4683,0.1992,2770.6,677.62,2.9196,coast
2.3550,131.450,67.613,-13.640,1.15570,0.00,4.430,0.4683,0.1990,2764.9,677.62,2.9196,coast
2.3600,131.788,67.545,-13.632,1.15570,0.00,4.420,0.4683,0.1988,2759.3,677.62,2.9196,coast
2.3650,132.125,67.477,-13.624,1.15570,0.00,4.411,0.4682,0.1986,2753.6,677.62,2.9196,coast
2.3700,132.463,67.409,-13.616,1.15570,0.00,4.402,0.4682,0.1984,2748.0,677.62,2.9196,coast
2.3750,132.800,67.341,-13.608,1.15570,0.00,4.393,0.4682,0.1982,2742.3,677.62,2.9196,coast
2.3800,133.136,67.273,-13.600,1.15570,0.00,4.384,0.4682,0.1980,2736.7,677.62,2.9196,coast
2.3850,133.472,67.205,-13.592,1.15570,0.00,4.374,0.4682,0.1978,2731.1,677.62,2.9196,coast
2.3900,133.808,67.137,-13.584,1.15570,0.00,4.365,0.4681,0.1976,2725.5,677.62,2.9196,coast
2.3950,134.144,67.069,-13.576,1.15570,0.00,4.356,0.4681,0.1974,2719.9,677.62,2.9196,coast
2.4000,134.479,67.001,-13.568,1.15570,0.00,4.347,0.4681,0.1972,2714.3,677.62,2.9196,coast
2.4050,134.814,66.933,-13.560,1.15570,0.00,4.338,0.4681,0.1970,2708.7,677.62,2.9196,coast
2.4100,135.148,66.866,-13.552,1.15570,0.00,4.329,0.4681,0.1968,2703.1,677.62,2.9196,coast
2.4150,135.482,66.798,-13.544,1.15570,0.00,4.320,0.4680,0.1966,2697.6,677.62,2.9196,coast
2.4200,135.816,66.730,-13.536,1.15570,0.00,4.310,0.4680,0.1964,2692.0,677.62,2.9196,coast
2.4250,136.150,66.662,-13.529,1.15570,0.00,4.301,0.4680,0.1962,2686.5,677.62,2.9196,coast
2.4300,136.483,66.595,-13.521,1.15570,0.00,4.292,0.4680,0.1960,2680.9,677.62,2.9196,coast
2.4350,136.816,66.527,-13.513,1.15570,0.00,4.283,0.4680,0.1958,2675.4,677.62,2.9196,coast
2.4400,137.148,66.460,-13.505,1.15570,0.00,4.274,0.4679,0.1956,2669.9,677.62,2.9196,coast
2.4450,137.480,66.392,-13.497,1.15570,0.00,4.265,0.4679,0.1954,2664.4,677.62,2.9196,coast
2.4500,137.812,66.325,-13.490,1.15570,0.00,4.256,0.4679,0.1952,2658.9,677.62,2.9196,coast
2.4550,138.143,66.257,-13.482,1.15570,0.00,4.247,0.4679,0.1950,2653.4,677.62,2.9196,coast
2.4600,138.475,66.190,-13.474,1.15570,0.00,4.238,0.4679,0.1948,2647.9,677.62,2.9196,coast
2.4650,138.805,66.123,-13.466,1.15570,0.00,4.230,0.4678,0.1946,2642.5,677.62,2.9196,coast
2.4700,139.136,66.055,-13.459,1.15570,0.00,4.221,0.4678,0.1944,2637.0,677.62,2.9196,coast
2.4750,139.466,65.988,-13.451,1.15570,0.00,4.212,0.4678,0.1942,2631.6,677.62,2.9196,coast
2.4800,139.796,65.921,-13.443,1.15570,0.00,4.203,0.4678,0.1940,2626.1,677.62,2.9196,coast
2.4850,140.125,65.854,-13.436,1.15570,0.00,4.194,0.4678,0.1938,2620.7,677.62,2.9196,coast
2.4900,140.454,65.786,-13.428,1.15570,0.00,4.185,0.4677,0.1936,2615.2,677.62,2.9196,coast
2.4950,140.783,65.719,-13.420,1.15570,0.00,4.176,0.4677,0.1934,2609.8,677.62,2.9196,coast
2.5000,141.111,65.652,-13.413,1.15570,0.00,4.167,0.4677,0.1932,2604.4,677.62,2.9196,coast
2.5050,141.439,65.585,-13.405,1.15570,0.00,4.159,0.4677,0.1930,2599.0,677.62,2.9196,coast
2.5100,141.767,65.518,-13.397,1.15570,0.00,4.150,0.4677,0.1928,2593.6,677.62,2.9196,coast
2.5150,142.095,65.451,-13.390,1.15570,0.00,4.141,0.4677,0.1926,2588.3,677.62,2.9196,coast
2.5200,142.422,65.384,-13.382,1.15570,0.00,4.132,0.4676,0.1924,2582.9,677.62,2.9196,coast
2.5250,142.748,65.317,-13.375,1.15570,0.00,4.124,0.4676,0.1923,2577.5,677.62,2.9196,coast
2.5300,143.075,65.250,-13.367,1.15570,0.00,4.115,0.4676,0.1921,2572.2,677.62,2.9196,coast
2.5350,143.401,65.184,-13.360,1.15570,0.00,4.106,0.4676,0.1919,2566.8,677.62,2.9196,coast
2.5400,143.727,65.117,-13.352,1.15570,0.00,4.097,0.4676,0.1917,2561.5,677.62,2.9196,coast
2.5450,144.052,65.050,-13.344,1.15570,0.00,4.089,0.4675,0.1915,2556.2,677.62,2.9196,coast
2.5500,144.377,64.983,-13.337,1.15570,0.00,4.080,0.4675,0.1913,2550.8,677.62,2.9196,coast
2.5550,144.702,64.917,-13.329,1.15570,0.00,4.071,0.4675,0.1911,2545.5,677.62,2.9196,coast
2.5600,145.026,64.850,-13.322,1.15570,0.00,4.063,0.4675,0.1909,2540.2,677.62,2.9196,coast
2.5650,145.351,64.784,-13.315,1.15570,0.00,4.054,0.4675,0.1907,2534.9,677.62,2.9196,coast
2.5700,145.674,64.717,-13.307,1.15570,0.00,4.045,0.4674,0.1905,2529.6,677.62,2.9196,coast
2.5750,145.998,64.650,-13.300,1.15570,0.00,4.037,0.4674,0.1903,2524.4,677.62,2.9196,coast
2.5800,146.321,64.584,-13.292,1.15570,0.00,4.028,0.4674,0.1901,2519.1,677.62,2.9196,coast
2.5850,146.644,64.518,-13.285,1.15570,0.00,4.020,0.4674,0.1899,2513.8,677.62,2.9196,coast
2.5900,146.966,64.451,-13.277,1.15570,0.00,4.011,0.4674,0.1897,2508.6,677.62,2.9196,coast
2.5950,147.288,64.385,-13.270,1.15570,0.00,4.003,0.4673,0.1895,2503.3,677.62,2.9196,coast
2.6000,147.610,64.318,-13.263,1.15570,0.00,3.994,0.4673,0.1893,2498.1,677.62,2.9196,coast
2.6050,147.931,64.252,-13.255,1.15570,0.00,3.986,0.4673,0.1891,2492.9,677.62,2.9196,coast
2.6100,148.252,64.186,-13.248,1.15570,0.00,3.977,0.4673,0.1889,2487.7,677.62,2.9196,coast
2.6150,148.573,64.120,-13.241,1.15570,0.00,3.969,0.4673,0.1887,2482.5,677.62,2.9196,coast
2.6200,148.894,64.054,-13.233,1.15570,0.00,3.960,0.4673,0.1885,2477.3,677.62,2.9196,coast
2.6250,149.214,63.987,-13.226,1.15570,0.00,3.952,0.4672,0.1884,2472.1,677.62,2.9196,coast
2.6300,149.533,63.921,-13.219,1.15570,0.00,3.943,0.4672,0.1882,2466.9,677.62,2.9196,coast
2.6350,149.853,63.855,-13.211,1.15570,0.00,3.935,0.4672,0.1880,2461.7,677.62,2.9196,coast
2.6400,150.172,63.789,-13.204,1.15570,0.00,3.926,0.4672,0.1878,2456.6,677.62,2.9196,coast
2.6450,150.491,63.723,-13.197,1.15570,0.00,3.918,0.4672,0.1876,2451.4,677.62,2.9196,coast
2.6500,150.809,63.657,-13.190,1.15570,0.00,3.910,0.4671,0.1874,2446.3,677.62,2.9196,coast
2.6550,151.127,63.591,-13.182,1.15570,0.00,3.901,0.4671,0.1872,2441.1,677.62,2.9196,coast
2.6600,151.445,63.525,-13.175,1.15570,0.00,3.893,0.4671,0.1870,2436.0,677.62,2.9196,coast
2.6650,151.763,63.459,-13.168,1.15570,0.00,3.885,0.4671,0.1868,2430.9,677.62,2.9196,coast
2.6700,152.080,63.394,-13.161,1.15570,0.00,3.876,0.4671,0.1866,2425.8,677.62,2.9196,coast
2.6750,152.396,63.328,-13.153,1.15570,0.00,3.868,0.4671,0.1864,2420.6,677.62,2.9196,coast
2.6800,152.713,63.262,-13.146,1.15570,0.00,3.860,0.4670,0.1862,2415.5,677.62,2.9196,coast
2.6850,153.029,63.196,-13.139,1.15570,0.00,3.851,0.4670,0.1860,2410.5,677.62,2.9196,coast
2.6900,153.345,63.131,-13.132,1.15570,0.00,3.843,0.4670,0.1858,2405.4,677.62,2.9196,coast
2.6950,153.660,63.065,-13.125,1.15570,0.00,3.835,0.4670,0.1856,2400.3,677.62,2.9196,coast
2.7000,153.976,62.999,-13.118,1.15570,0.00,3.827,0.4670,0.1855,2395.2,677.62,2.9196,coast
2.7050,154.290,62.934,-13.111,1.15570,0.00,3.818,0.4669,0.1853,2390.2,677.62,2.9196,coast
2.7100,154.605,62.868,-13.103,1.15570,0.00,3.810,0.4669,0.1851,2385.1,677.62,2.9196,coast
2.7150,154.919,62.803,-13.096,1.15570,0.00,3.802,0.4669,0.1849,2380.1,677.62,2.9196,coast
2.7200,155.233,62.737,-13.089,1.15570,0.00,3.794,0.4669,0.1847,2375.1,677.62,2.9196,coast
2.7250,155.546,62.672,-13.082,1.15570,0.00,3.786,0.4669,0.1845,2370.0,677.62,2.9196,coast
2.7300,155.860,62.607,-13.075,1.15570,0.00,3.777,0.4669,0.1843,2365.0,677.62,2.9196,coast
2.7350,156.173,62.541,-13.068,1.15570,0.00,3.769,0.4668,0.1841,2360.0,677.62,2.9196,coast
2.7400,156.485,62.476,-13.061,1.15570,0.00,3.761,0.4668,0.1839,2355.0,677.62,2.9196,coast
2.7450,156.797,62.411,-13.054,1.15570,0.00,3.753,0.4668,0.1837,2350.0,677.62,2.9196,coast
2.7500,157.109,62.345,-13.047,1.15570,0.00,3.745,0.4668,0.1835,2345.1,677.62,2.9196,coast
2.7550,157.421,62.280,-13.040,1.15570,0.00,3.737,0.4668,0.1833,2340.1,677.62,2.9196,coast
2.7600,157.732,62.215,-13.033,1.15570,0.00,3.729,0.4667,0.1832,2335.1,677.62,2.9196,coast
2.7650,158.043,62.150,-13.026,1.15570,0.00,3.721,0.4667,0.1830,2330.2,677.62,2.9196,coast
2.7700,158.353,62.085,-13.019,1.15570,0.00,3.713,0.4667,0.1828,2325.2,677.62,2.9196,coast
2.7750,158.664,62.020,-13.012,1.15570,0.00,3.705,0.4667,0.1826,2320.3,677.62,2.9196,coast
2.7800,158.974,61.955,-13.005,1.15570,0.00,3.697,0.4667,0.1824,2315.3,677.62,2.9196,coast
2.7850,159.283,61.890,-12.998,1.15570,0.00,3.689,0.4667,0.1822,2310.4,677.62,2.9196,coast
2.7900,159.593,61.825,-12.991,1.15570,0.00,3.681,0.4666,0.1820,2305.5,677.62,2.9196,coast
2.7950,159.902,61.760,-12.984,1.15570,0.00,3.673,0.4666,0.1818,2300.6,677.62,2.9196,coast
2.8000,160.210,61.695,-12.978,1.15570,0.00,3.665,0.4666,0.1816,2295.7,677.62,2.9196,coast
2.8050,160.518,61.630,-12.971,1.15570,0.00,3.657,0.4666,0.1814,2290.8,677.62,2.9196,coast
2.8100,160.826,61.565,-12.964,1.15570,0.00,3.649,0.4666,0.1812,2285.9,677.62,2.9196,coast
2.8150,161.134,61.500,-12.957,1.15570,0.00,3.641,0.4665,0.1811,2281.0,677.62,2.9196,coast
2.8200,161.441,61.435,-12.950,1.15570,0.00,3.633,0.4665,0.1809,2276.2,677.62,2.9196,coast
2.8250,161.748,61.371,-12.943,1.15570,0.00,3.625,0.4665,0.1807,2271.3,677.62,2.9196,coast
2.8300,162.055,61.306,-12.937,1.15570,0.00,3.617,0.4665,0.1805,2266.4,677.62,2.9196,coast
2.8350,162.362,61.241,-12.930,1.15570,0.00,3.609,0.4665,0.1803,2261.6,677.62,2.9196,coast
2.8400,162.668,61.177,-12.923,1.15570,0.00,3.601,0.4665,0.1801,2256.8,677.62,2.9196,coast
2.8450,162.973,61.112,-12.916,1.15570,0.00,3.594,0.4664,0.1799,2251.9,677.62,2.9196,coast
2.8500,163.279,61.048,-12.909,1.15570,0.00,3.586,0.4664,0.1797,2247.1,677.62,2.9196,coast
2.8550,163.584,60.983,-12.903,1.15570,0.00,3.578,0.4664,0.1795,2242.3,677.62,2.9196,coast
2.8600,163.889,60.919,-12.896,1.15570,0.00,3.570,0.4664,0.1793,2237.5,677.62,2.9196,coast
2.8650,164.193,60.854,-12.889,1.15570,0.00,3.562,0.4664,0.1792,2232.7,677.62,2.9196,coast
2.8700,164.497,60.790,-12.882,1.15570,0.00,3.555,0.4664,0.1790,2227.9,677.62,2.9196,coast
2.8750,164.801,60.725,-12.876,1.15570,0.00,3.547,0.4663,0.1788,2223.1,677.62,2.9196,coast
2.8800,165.104,60.661,-12.869,1.15570,0.00,3.539,0.4663,0.1786,2218.3,677.62,2.9196,coast
2.8850,165.407,60.597,-12.862,1.15570,0.00,3.531,0.4663,0.1784,2213.6,677.62,2.9196,coast
2.8900,165.710,60.532,-12.856,1.15570,0.00,3.524,0.4663,0.1782,2208.8,677.62,2.9196,coast
2.8950,166.013,60.468,-12.849,1.15570,0.00,3.516,0.4663,0.1780,2204.1,677.62,2.9196,coast
2.9000,166.315,60.404,-12.842,1.15570,0.00,3.508,0.4663,0.1778,2199.3,677.62,2.9196,coast
2.9050,166.617,60.340,-12.836,1.15570,0.00,3.501,0.4662,0.1777,2194.6,677.62,2.9196,coast
2.9100,166.918,60.275,-12.829,1.15570,0.00,3.493,0.4662,0.1775,2189.9,677.62,2.9196,coast
2.9150,167.220,60.211,-12.822,1.15570,0.00,3.485,0.4662,0.1773,2185.1,677.62,2.9196,coast
2.9200,167.520,60.147,-12.816,1.15570,0.00,3.478,0.4662,0.1771,2180.4,677.62,2.9196,coast
2.9250,167.821,60.083,-12.809,1.15570,0.00,3.470,0.4662,0.1769,2175.7,677.62,2.9196,coast
2.9300,168.121,60.019,-12.803,1.15570,0.00,3.462,0.4662,0.1767,2171.0,677.62,2.9196,coast
2.9350,168.421,59.955,-12.796,1.15570,0.00,3.455,0.4661,0.1765,2166.3,677.62,2.9196,coast
2.9400,168.721,59.891,-12.789,1.15570,0.00,3.447,0.4661,0.1763,2161.6,677.62,2.9196,coast
2.9450,169.020,59.827,-12.783,1.15570,0.00,3.440,0.4661,0.1761,2157.0,677.62,2.9196,coast
2.9500,169.319,59.763,-12.776,1.15570,0.00,3.432,0.4661,0.1760,2152.3,677.62,2.9196,coast
2.9550,169.618,59.699,-12.770,1.15570,0.00,3.424,0.4661,0.1758,2147.6,677.62,2.9196,coast
2.9600,169.916,59.636,-12.763,1.15570,0.00,3.417,0.4661,0.1756,2143.0,677.62,2.9196,coast
2.9650,170.214,59.572,-12.757,1.15570,0.00,3.409,0.4660,0.1754,2138.3,677.62,2.9196,coast
2.9700,170.512,59.508,-12.750,1.15570,0.00,3.402,0.4660,0.1752,2133.7,677.62,2.9196,coast
2.9750,170.809,59.444,-12.744,1.15570,0.00,3.394,0.4660,0.1750,2129.1,677.62,2.9196,coast
2.9800,171.106,59.381,-12.737,1.15570,0.00,3.387,0.4660,0.1748,2124.5,677.62,2.9196,coast
2.9850,171.403,59.317,-12.731,1.15570,0.00,3.379,0.4660,0.1746,2119.8,677.62,2.9196,coast
2.9900,171.699,59.253,-12.724,1.15570,0.00,3.372,0.4660,0.1745,2115.2,677.62,2.9196,coast
2.9950,171.996,59.190,-12.718,1.15570,0.00,3.364,0.4659,0.1743,2110.6,677.62,2.9196,coast
3.0000,172.291,59.126,-12.711,1.15570,0.00,3.357,0.4659,0.1741,2106.0,677.62,2.9196,coast
3.0050,172.587,59.063,-12.705,1.15570,0.00,3.350,0.4659,0.1739,2101.5,677.62,2.9196,coast
3.0100,172.882,58.999,-12.699,1.15570,0.00,3.342,0.4659,0.1737,2096.9,677.62,2.9196,coast
3.0150,173.177,58.936,-12.692,1.15570,0.00,3.335,0.4659,0.1735,2092.3,677.62,2.9196,coast
3.0200,173.471,58.872,-12.686,1.15570,0.00,3.327,0.4659,0.1733,2087.8,677.62,2.9196,coast
3.0250,173.766,58.809,-12.679,1.15570,0.00,3.320,0.4658,0.1732,2083.2,677.62,2.9196,coast
3.0300,174.059,58.745,-12.673,1.15570,0.00,3.313,0.4658,0.1730,2078.7,677.62,2.9196,coast
3.0350,174.353,58.682,-12.667,1.15570,0.00,3.305,0.4658,0.1728,2074.1,677.62,2.9196,coast
3.0400,174.646,58.619,-12.660,1.15570,0.00,3.298,0.4658,0.1726,2069.6,677.62,2.9196,coast
3.0450,174.939,58.555,-12.654,1.15570,0.00,3.291,0.4658,0.1724,2065.1,677.62,2.9196,coast
3.0500,175.232,58.492,-12.648,1.15570,0.00,3.283,0.4658,0.1722,2060.5,677.62,2.9196,coast
3.0550,175.524,58.429,-12.641,1.15570,0.00,3.276,0.4657,0.1720,2056.0,677.62,2.9196,coast
3.0600,175.816,58.366,-12.635,1.15570,0.00,3.269,0.4657,0.1719,2051.5,677.62,2.9196,coast
3.0650,176.108,58.303,-12.629,1.15570,0.00,3.261,0.4657,0.1717,2047.0,677.62,2.9196,coast
3.0700,176.399,58.239,-12.622,1.15570,0.00,3.254,0.4657,0.1715,2042.5,677.62,2.9196,coast
3.0750,176.690,58.176,-12.616,1.15570,0.00,3.247,0.4657,0.1713,2038.1,677.62,2.9196,coast
3.0800,176.981,58.113,-12.610,1.15570,0.00,3.240,0.4657,0.1711,2033.6,677.62,2.9196,coast
3.0850,177.271,58.050,-12.604,1.15570,0.00,3.233,0.4656,0.1709,2029.1,677.62,2.9196,coast
3.0900,177.561,57.987,-12.597,1.15570,0.00,3.225,0.4656,0.1707,2024.7,677.62,2.9196,coast
3.0950,177.851,57.924,-12.591,1.15570,0.00,3.218,0.4656,0.1706,2020.2,677.62,2.9196,coast
3.1000,178.141,57.861,-12.585,1.15570,0.00,3.211,0.4656,0.1704,2015.8,677.62,2.9196,coast
3.1050,178.430,57.798,-12.579,1.15570,0.00,3.204,0.4656,0.1702,2011.3,677.62,2.9196,coast
3.1100,178.719,57.736,-12.573,1.15570,0.00,3.197,0.4656,0.1700,2006.9,677.62,2.9196,coast
3.1150,179.007,57.673,-12.566,1.15570,0.00,3.189,0.4655,0.1698,2002.5,677.62,2.9196,coast
3.1200,179.295,57.610,-12.560,1.15570,0.00,3.182,0.4655,0.1696,1998.1,677.62,2.9196,coast
3.1250,179.583,57.547,-12.554,1.15570,0.00,3.175,0.4655,0.1695,1993.7,677.62,2.9196,coast
3.1300,179.871,57.484,-12.548,1.15570,0.00,3.168,0.4655,0.1693,1989.3,677.62,2.9196,coast
3.1350,180.158,57.422,-12.542,1.15570,0.00,3.161,0.4655,0.1691,1984.9,677.62,2.9196,coast
3.1400,180.445,57.359,-12.536,1.15570,0.00,3.154,0.4655,0.1689,1980.5,677.62,2.9196,coast
3.1450,180.732,57.296,-12.529,1.15570,0.00,3.147,0.4655,0.1687,1976.1,677.62,2.9196,coast
3.1500,181.018,57.234,-12.523,1.15570,0.00,3.140,0.4654,0.1685,1971.7,677.62,2.9196,coast
3.1550,181.304,57.171,-12.517,1.15570,0.00,3.133,0.4654,0.1683,1967.4,677.62,2.9196,coast
3.1600,181.590,57.109,-12.511,1.15570,0.00,3.126,0.4654,0.1682,1963.0,677.62,2.9196,coast
3.1650,181.875,57.046,-12.505,1.15570,0.00,3.119,0.4654,0.1680,1958.7,677.62,2.9196,coast
3.1700,182.160,56.983,-12.499,1.15570,0.00,3.112,0.4654,0.1678,1954.3,677.62,2.9196,coast
3.1750,182.445,56.921,-12.493,1.15570,0.00,3.105,0.4654,0.1676,1950.0,677.62,2.9196,coast
3.1800,182.729,56.859,-12.487,1.15570,0.00,3.098,0.4653,0.1674,1945.6,677.62,2.9196,coast
3.1850,183.014,56.796,-12.481,1.15570,0.00,3.091,0.4653,0.1672,1941.3,677.62,2.9196,coast
3.1900,183.297,56.734,-12.475,1.15570,0.00,3.084,0.4653,0.1671,1937.0,677.62,2.9196,coast
3.1950,183.581,56.671,-12.469,1.15570,0.00,3.077,0.4653,0.1669,1932.7,677.62,2.9196,coast
3.2000,183.864,56.609,-12.463,1.15570,0.00,3.070,0.4653,0.1667,1928.4,677.62,2.9196,coast
3.2050,184.147,56.547,-12.457,1.15570,0.00,3.063,0.4653,0.1665,1924.1,677.62,2.9196,coast
3.2100,184.430,56.484,-12.451,1.15570,0.00,3.056,0.4652,0.1663,1919.8,677.62,2.9196,coast
3.2150,184.712,56.422,-12.445,1.15570,0.00,3.049,0.4652,0.1662,1915.5,677.62,2.9196,coast
3.2200,184.994,56.360,-12.439,1.15570,0.00,3.042,0.4652,0.1660,1911.3,677.62,2.9196,coast
3.2250,185.275,56.298,-12.433,1.15570,0.00,3.035,0.4652,0.1658,1907.0,677.62,2.9196,coast
3.2300,185.557,56.236,-12.427,1.15570,0.00,3.028,0.4652,0.1656,1902.7,677.62,2.9196,coast
3.2350,185.838,56.174,-12.421,1.15570,0.00,3.021,0.4652,0.1654,1898.5,677.62,2.9196,coast
3.2400,186.118,56.111,-12.415,1.15570,0.00,3.014,0.4652,0.1652,1894.2,677.62,2.9196,coast
3.2450,186.399,56.049,-12.409,1.15570,0.00,3.008,0.4651,0.1651,1890.0,677.62,2.9196,coast
3.2500,186.679,55.987,-12.403,1.15570,0.00,3.001,0.4651,0.1649,1885.8,677.62,2.9196,coast
3.2550,186.959,55.925,-12.397,1.15570,0.00,2.994,0.4651,0.1647,1881.5,677.62,2.9196,coast
3.2600,187.238,55.863,-12.391,1.15570,0.00,2.987,0.4651,0.1645,1877.3,677.62,2.9196,coast
3.2650,187.517,55.801,-12.385,1.15570,0.00,2.980,0.4651,0.1643,1873.1,677.62,2.9196,coast
3.2700,187.796,55.740,-12.380,1.15570,0.00,2.974,0.4651,0.1641,1868.9,677.62,2.9196,coast
3.2750,188.075,55.678,-12.374,1.15570,0.00,2.967,0.4651,0.1640,1864.7,677.62,2.9196,coast
3.2800,188.353,55.616,-12.368,1.15570,0.00,2.960,0.4650,0.1638,1860.5,677.62,2.9196,coast
3.2850,188.631,55.554,-12.362,1.15570,0.00,2.953,0.4650,0.1636,1856.3,677.62,2.9196,coast
3.2900,188.909,55.492,-12.356,1.15570,0.00,2.947,0.4650,0.1634,1852.2,677.62,2.9196,coast
3.2950,189.186,55.430,-12.350,1.15570,0.00,2.940,0.4650,0.1632,1848.0,677.62,2.9196,coast
3.3000,189.463,55.369,-12.345,1.15570,0.00,2.933,0.4650,0.1631,1843.8,677.62,2.9196,coast
3.3050,189.740,55.307,-12.339,1.15570,0.00,2.926,0.4650,0.1629,1839.7,677.62,2.9196,coast
3.3100,190.016,55.245,-12.333,1.15570,0.00,2.920,0.4649,0.1627,1835.5,677.62,2.9196,coast
3.3150,190.292,55.184,-12.327,1.15570,0.00,2.913,0.4649,0.1625,1831.4,677.62,2.9196,coast
3.3200,190.568,55.122,-12.321,1.15570,0.00,2.906,0.4649,0.1623,1827.2,677.62,2.9196,coast
3.3250,190.843,55.060,-12.316,1.15570,0.00,2.900,0.4649,0.1622,1823.1,677.62,2.9196,coast
3.3300,191.118,54.999,-12.310,1.15570,0.00,2.893,0.4649,0.1620,1819.0,677.62,2.9196,coast
3.3350,191.393,54.937,-12.304,1.15570,0.00,2.886,0.4649,0.1618,1814.9,677.62,2.9196,coast
3.3400,191.668,54.876,-12.298,1.15570,0.00,2.880,0.4649,0.1616,1810.8,677.62,2.9196,coast
3.3450,191.942,54.814,-12.293,1.15570,0.00,2.873,0.4648,0.1614,1806.7,677.62,2.9196,coast
3.3500,192.216,54.753,-12.287,1.15570,0.00,2.867,0.4648,0.1612,1802.6,677.62,2.9196,coast
3.3550,192.489,54.691,-12.281,1.15570,0.00,2.860,0.4648,0.1611,1798.5,677.62,2.9196,coast
3.3600,192.763,54.630,-12.276,1.15570,0.00,2.853,0.4648,0.1609,1794.4,677.62,2.9196,coast
