t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
3.3650,193.036,54.569,-12.270,1.15570,0.00,2.847,0.4648,0.1607,1790.3,677.62,2.9196,coast
3.3700,193.308,54.507,-12.264,1.15570,0.00,2.840,0.4648,0.1605,1786.2,677.62,2.9196,coast
3.3750,193.581,54.446,-12.259,1.15570,0.00,2.834,0.4648,0.1603,1782.2,677.62,2.9196,coast
3.3800,193.853,54.385,-12.253,1.15570,0.00,2.827,0.4647,0.1602,1778.1,677.62,2.9196,coast
3.3850,194.125,54.324,-12.247,1.15570,0.00,2.821,0.4647,0.1600,1774.1,677.62,2.9196,coast
3.3900,194.396,54.262,-12.242,1.15570,0.00,2.814,0.4647,0.1598,1770.0,677.62,2.9196,coast
3.3950,194.667,54.201,-12.236,1.15570,0.00,2.808,0.4647,0.1596,1766.0,677.62,2.9196,coast
3.4000,194.938,54.140,-12.230,1.15570,0.00,2.801,0.4647,0.1594,1762.0,677.62,2.9196,coast
3.4050,195.209,54.079,-12.225,1.15570,0.00,2.795,0.4647,0.1593,1757.9,677.62,2.9196,coast
3.4100,195.479,54.018,-12.219,1.15570,0.00,2.788,0.4647,0.1591,1753.9,677.62,2.9196,coast
3.4150,195.749,53.957,-12.214,1.15570,0.00,2.782,0.4646,0.1589,1749.9,677.62,2.9196,coast
3.4200,196.019,53.896,-12.208,1.15570,0.00,2.775,0.4646,0.1587,1745.9,677.62,2.9196,coast
3.4250,196.288,53.835,-12.202,1.15570,0.00,2.769,0.4646,0.1586,1741.9,677.62,2.9196,coast
3.4300,196.557,53.774,-12.197,1.15570,0.00,2.762,0.4646,0.1584,1737.9,677.62,2.9196,coast
3.4350,196.826,53.713,-12.191,1.15570,0.00,2.756,0.4646,0.1582,1733.9,677.62,2.9196,coast
3.4400,197.094,53.652,-12.186,1.15570,0.00,2.750,0.4646,0.1580,1730.0,677.62,2.9196,coast
3.4450,197.362,53.591,-12.180,1.15570,0.00,2.743,0.4645,0.1578,1726.0,677.62,2.9196,coast
3.4500,197.630,53.530,-12.175,1.15570,0.00,2.737,0.4645,0.1577,1722.0,677.62,2.9196,coast
3.4550,197.897,53.469,-12.169,1.15570,0.00,2.730,0.4645,0.1575,1718.1,677.62,2.9196,coast
3.4600,198.165,53.408,-12.164,1.15570,0.00,2.724,0.4645,0.1573,1714.1,677.62,2.9196,coast
3.4650,198.431,53.347,-12.158,1.15570,0.00,2.718,0.4645,0.1571,1710.2,677.62,2.9196,coast
3.4700,198.698,53.287,-12.153,1.15570,0.00,2.711,0.4645,0.1569,1706.2,677.62,2.9196,coast
3.4750,198.964,53.226,-12.147,1.15570,0.00,2.705,0.4645,0.1568,1702.3,677.62,2.9196,coast
3.4800,199.230,53.165,-12.142,1.15570,0.00,2.699,0.4645,0.1566,1698.4,677.62,2.9196,coast
3.4850,199.496,53.104,-12.136,1.15570,0.00,2.692,0.4644,0.1564,1694.5,677.62,2.9196,coast
3.4900,199.761,53.044,-12.131,1.15570,0.00,2.686,0.4644,0.1562,1690.5,677.62,2.9196,coast
3.4950,200.026,52.983,-12.125,1.15570,0.00,2.680,0.4644,0.1561,1686.6,677.62,2.9196,coast
3.5000,200.291,52.922,-12.120,1.15570,0.00,2.674,0.4644,0.1559,1682.7,677.62,2.9196,coast
3.5050,200.556,52.862,-12.115,1.15570,0.00,2.667,0.4644,0.1557,1678.8,677.62,2.9196,coast
3.5100,200.820,52.801,-12.109,1.15570,0.00,2.661,0.4644,0.1555,1675.0,677.62,2.9196,coast
3.5150,201.084,52.741,-12.104,1.15570,0.00,2.655,0.4644,0.1553,1671.1,677.62,2.9196,coast
3.5200,201.347,52.680,-12.098,1.15570,0.00,2.649,0.4643,0.1552,1667.2,677.62,2.9196,coast
3.5250,201.610,52.620,-12.093,1.15570,0.00,2.642,0.4643,0.1550,1663.3,677.62,2.9196,coast
3.5300,201.873,52.559,-12.088,1.15570,0.00,2.636,0.4643,0.1548,1659.5,677.62,2.9196,coast
3.5350,202.136,52.499,-12.082,1.15570,0.00,2.630,0.4643,0.1546,1655.6,677.62,2.9196,coast
3.5400,202.398,52.439,-12.077,1.15570,0.00,2.624,0.4643,0.1545,1651.8,677.62,2.9196,coast
3.5450,202.660,52.378,-12.072,1.15570,0.00,2.617,0.4643,0.1543,1647.9,677.62,2.9196,coast
3.5500,202.922,52.318,-12.066,1.15570,0.00,2.611,0.4643,0.1541,1644.1,677.62,2.9196,coast
3.5550,203.184,52.258,-12.061,1.15570,0.00,2.605,0.4642,0.1539,1640.3,677.62,2.9196,coast
3.5600,203.445,52.197,-12.056,1.15570,0.00,2.599,0.4642,0.1537,1636.4,677.62,2.9196,coast
3.5650,203.706,52.137,-12.050,1.15570,0.00,2.593,0.4642,0.1536,1632.6,677.62,2.9196,coast
3.5700,203.966,52.077,-12.045,1.15570,0.00,2.587,0.4642,0.1534,1628.8,677.62,2.9196,coast
3.5750,204.226,52.017,-12.040,1.15570,0.00,2.581,0.4642,0.1532,1625.0,677.62,2.9196,coast
3.5800,204.486,51.956,-12.034,1.15570,0.00,2.575,0.4642,0.1530,1621.2,677.62,2.9196,coast
3.5850,204.746,51.896,-12.029,1.15570,0.00,2.568,0.4642,0.1529,1617.4,677.62,2.9196,coast
3.5900,205.005,51.836,-12.024,1.15570,0.00,2.562,0.4641,0.1527,1613.6,677.62,2.9196,coast
3.5950,205.264,51.776,-12.019,1.15570,0.00,2.556,0.4641,0.1525,1609.8,677.62,2.9196,coast
3.6000,205.523,51.716,-12.013,1.15570,0.00,2.550,0.4641,0.1523,1606.1,677.62,2.9196,coast
3.6050,205.781,51.656,-12.008,1.15570,0.00,2.544,0.4641,0.1522,1602.3,677.62,2.9196,coast
3.6100,206.040,51.596,-12.003,1.15570,0.00,2.538,0.4641,0.1520,1598.5,677.62,2.9196,coast
3.6150,206.297,51.536,-11.998,1.15570,0.00,2.532,0.4641,0.1518,1594.8,677.62,2.9196,coast
3.6200,206.555,51.476,-11.992,1.15570,0.00,2.526,0.4641,0.1516,1591.0,677.62,2.9196,coast
3.6250,206.812,51.416,-11.987,1.15570,0.00,2.520,0.4640,0.1514,1587.3,677.62,2.9196,coast
3.6300,207.069,51.356,-11.982,1.15570,0.00,2.514,0.4640,0.1513,1583.6,677.62,2.9196,coast
3.6350,207.326,51.296,-11.977,1.15570,0.00,2.508,0.4640,0.1511,1579.8,677.62,2.9196,coast
3.6400,207.582,51.236,-11.972,1.15570,0.00,2.502,0.4640,0.1509,1576.1,677.62,2.9196,coast
3.6450,207.838,51.176,-11.966,1.15570,0.00,2.496,0.4640,0.1507,1572.4,677.62,2.9196,coast
3.6500,208.094,51.117,-11.961,1.15570,0.00,2.490,0.4640,0.1506,1568.7,677.62,2.9196,coast
3.6550,208.349,51.057,-11.956,1.15570,0.00,2.484,0.4640,0.1504,1565.0,677.62,2.9196,coast
3.6600,208.604,50.997,-11.951,1.15570,0.00,2.478,0.4640,0.1502,1561.3,677.62,2.9196,coast
3.6650,208.859,50.937,-11.946,1.15570,0.00,2.472,0.4639,0.1500,1557.6,677.62,2.9196,coast
3.6700,209.114,50.877,-11.941,1.15570,0.00,2.466,0.4639,0.1499,1553.9,677.62,2.9196,coast
3.6750,209.368,50.818,-11.936,1.15570,0.00,2.460,0.4639,0.1497,1550.2,677.62,2.9196,coast
3.6800,209.622,50.758,-11.930,1.15570,0.00,2.454,0.4639,0.1495,1546.5,677.62,2.9196,coast
3.6850,209.876,50.698,-11.925,1.15570,0.00,2.449,0.4639,0.1493,1542.9,677.62,2.9196,coast
3.6900,210.129,50.639,-11.920,1.15570,0.00,2.443,0.4639,0.1492,1539.2,677.62,2.9196,coast
3.6950,210.382,50.579,-11.915,1.15570,0.00,2.437,0.4639,0.1490,1535.5,677.62,2.9196,coast
3.7000,210.635,50.520,-11.910,1.15570,0.00,2.431,0.4638,0.1488,1531.9,677.62,2.9196,coast
3.7050,210.887,50.460,-11.905,1.15570,0.00,2.425,0.4638,0.1486,1528.2,677.62,2.9196,coast
3.7100,211.139,50.401,-11.900,1.15570,0.00,2.419,0.4638,0.1485,1524.6,677.62,2.9196,coast
3.7150,211.391,50.341,-11.895,1.15570,0.00,2.413,0.4638,0.1483,1521.0,677.62,2.9196,coast
3.7200,211.643,50.282,-11.890,1.15570,0.00,2.408,0.4638,0.1481,1517.3,677.62,2.9196,coast
3.7250,211.894,50.222,-11.885,1.15570,0.00,2.402,0.4638,0.1479,1513.7,677.62,2.9196,coast
3.7300,212.145,50.163,-11.880,1.15570,0.00,2.396,0.4638,0.1478,1510.1,677.62,2.9196,coast
3.7350,212.396,50.103,-11.875,1.15570,0.00,2.390,0.4638,0.1476,1506.5,677.62,2.9196,coast
3.7400,212.646,50.044,-11.870,1.15570,0.00,2.384,0.4637,0.1474,1502.9,677.62,2.9196,coast
3.7450,212.896,49.985,-11.865,1.15570,0.00,2.379,0.4637,0.1472,1499.3,677.62,2.9196,coast
3.7500,213.146,49.925,-11.860,1.15570,0.00,2.373,0.4637,0.1471,1495.7,677.62,2.9196,coast
3.7550,213.395,49.866,-11.855,1.15570,0.00,2.367,0.4637,0.1469,1492.1,677.62,2.9196,coast
3.7600,213.645,49.807,-11.850,1.15570,0.00,2.361,0.4637,0.1467,1488.5,677.62,2.9196,coast
3.7650,213.893,49.748,-11.845,1.15570,0.00,2.356,0.4637,0.1465,1485.0,677.62,2.9196,coast
3.7700,214.142,49.688,-11.840,1.15570,0.00,2.350,0.4637,0.1464,1481.4,677.62,2.9196,coast
3.7750,214.390,49.629,-11.835,1.15570,0.00,2.344,0.4637,0.1462,1477.8,677.62,2.9196,coast
3.7800,214.638,49.570,-11.830,1.15570,0.00,2.338,0.4636,0.1460,1474.3,677.62,2.9196,coast
3.7850,214.886,49.511,-11.825,1.15570,0.00,2.333,0.4636,0.1458,1470.7,677.62,2.9196,coast
3.7900,215.133,49.452,-11.820,1.15570,0.00,2.327,0.4636,0.1457,1467.2,677.62,2.9196,coast
3.7950,215.381,49.393,-11.815,1.15570,0.00,2.321,0.4636,0.1455,1463.6,677.62,2.9196,coast
3.8000,215.627,49.334,-11.810,1.15570,0.00,2.316,0.4636,0.1453,1460.1,677.62,2.9196,coast
3.8050,215.874,49.275,-11.806,1.15570,0.00,2.310,0.4636,0.1452,1456.6,677.62,2.9196,coast
3.8100,216.120,49.216,-11.801,1.15570,0.00,2.304,0.4636,0.1450,1453.0,677.62,2.9196,coast
3.8150,216.366,49.157,-11.796,1.15570,0.00,2.299,0.4636,0.1448,1449.5,677.62,2.9196,coast
3.8200,216.612,49.098,-11.791,1.15570,0.00,2.293,0.4636,0.1446,1446.0,677.62,2.9196,coast
3.8250,216.857,49.039,-11.787,1.15570,0.00,2.288,0.4636,0.1445,1442.5,677.62,2.9196,coast
3.8300,217.102,48.980,-11.782,1.15570,0.00,2.283,0.4637,0.1443,1439.0,677.62,2.9196,coast
3.8350,217.347,48.921,-11.777,1.15570,0.00,2.278,0.4638,0.1441,1435.5,677.62,2.9196,coast
3.8400,217.591,48.862,-11.773,1.15570,0.00,2.272,0.4638,0.1439,1432.0,677.62,2.9196,coast
3.8450,217.835,48.803,-11.768,1.15570,0.00,2.267,0.4639,0.1438,1428.6,677.62,2.9196,coast
3.8500,218.079,48.744,-11.764,1.15570,0.00,2.262,0.4640,0.1436,1425.1,677.62,2.9196,coast
3.8550,218.323,48.686,-11.759,1.15570,0.00,2.257,0.4640,0.1434,1421.6,677.62,2.9196,coast
3.8600,218.566,48.627,-11.755,1.15570,0.00,2.252,0.4641,0.1432,1418.1,677.62,2.9196,coast
3.8650,218.809,48.568,-11.751,1.15570,0.00,2.247,0.4642,0.1431,1414.7,677.62,2.9196,coast
3.8700,219.052,48.509,-11.746,1.15570,0.00,2.241,0.4642,0.1429,1411.2,677.62,2.9196,coast
3.8750,219.294,48.451,-11.742,1.15570,0.00,2.236,0.4643,0.1427,1407.8,677.62,2.9196,coast
3.8800,219.536,48.392,-11.737,1.15570,0.00,2.231,0.4644,0.1426,1404.3,677.62,2.9196,coast
3.8850,219.778,48.333,-11.733,1.15570,0.00,2.226,0.4644,0.1424,1400.9,677.62,2.9196,coast
3.8900,220.020,48.275,-11.728,1.15570,0.00,2.221,0.4645,0.1422,1397.5,677.62,2.9196,coast
3.8950,220.261,48.216,-11.724,1.15570,0.00,2.216,0.4646,0.1420,1394.1,677.62,2.9196,coast
3.9000,220.502,48.157,-11.719,1.15570,0.00,2.210,0.4646,0.1419,1390.6,677.62,2.9196,coast
3.9050,220.742,48.099,-11.715,1.15570,0.00,2.205,0.4647,0.1417,1387.2,677.62,2.9196,coast
3.9100,220.983,48.040,-11.711,1.15570,0.00,2.200,0.4648,0.1415,1383.8,677.62,2.9196,coast
3.9150,221.223,47.982,-11.706,1.15570,0.00,2.195,0.4648,0.1414,1380.4,677.62,2.9196,coast
3.9200,221.463,47.923,-11.702,1.15570,0.00,2.190,0.4649,0.1412,1377.0,677.62,2.9196,coast
3.9250,221.702,47.865,-11.697,1.15570,0.00,2.185,0.4650,0.1410,1373.6,677.62,2.9196,coast
3.9300,221.941,47.806,-11.693,1.15570,0.00,2.180,0.4650,0.1408,1370.2,677.62,2.9196,coast
3.9350,222.180,47.748,-11.689,1.15570,0.00,2.175,0.4651,0.1407,1366.9,677.62,2.9196,coast
3.9400,222.419,47.689,-11.684,1.15570,0.00,2.170,0.4652,0.1405,1363.5,677.62,2.9196,coast
3.9450,222.657,47.631,-11.680,1.15570,0.00,2.165,0.4652,0.1403,1360.1,677.62,2.9196,coast
3.9500,222.895,47.572,-11.675,1.15570,0.00,2.160,0.4653,0.1402,1356.8,677.62,2.9196,coast
3.9550,223.133,47.514,-11.671,1.15570,0.00,2.155,0.4654,0.1400,1353.4,677.62,2.9196,coast
3.9600,223.370,47.456,-11.667,1.15570,0.00,2.150,0.4654,0.1398,1350.0,677.62,2.9196,coast
3.9650,223.607,47.397,-11.662,1.15570,0.00,2.145,0.4655,0.1396,1346.7,677.62,2.9196,coast
3.9700,223.844,47.339,-11.658,1.15570,0.00,2.140,0.4656,0.1395,1343.4,677.62,2.9196,coast
3.9750,224.081,47.281,-11.654,1.15570,0.00,2.135,0.4656,0.1393,1340.0,677.62,2.9196,coast
3.9800,224.317,47.223,-11.649,1.15570,0.00,2.130,0.4657,0.1391,1336.7,677.62,2.9196,coast
3.9850,224.553,47.164,-11.645,1.15570,0.00,2.125,0.4658,0.1390,1333.4,677.62,2.9196,coast
3.9900,224.789,47.106,-11.641,1.15570,0.00,2.120,0.4658,0.1388,1330.0,677.62,2.9196,coast
3.9950,225.024,47.048,-11.636,1.15570,0.00,2.115,0.4659,0.1386,1326.7,677.62,2.9196,coast
4.0000,225.259,46.990,-11.632,1.15570,0.00,2.110,0.4660,0.1384,1323.4,677.62,2.9196,coast
4.0050,225.494,46.932,-11.628,1.15570,0.00,2.105,0.4660,0.1383,1320.1,677.62,2.9196,coast
4.0100,225.728,46.873,-11.624,1.15570,0.00,2.100,0.4661,0.1381,1316.8,677.62,2.9196,coast
4.0150,225.963,46.815,-11.619,1.15570,0.00,2.095,0.4662,0.1379,1313.5,677.62,2.9196,coast
4.0200,226.197,46.757,-11.615,1.15570,0.00,2.090,0.4662,0.1378,1310.2,677.62,2.9196,coast
4.0250,226.430,46.699,-11.611,1.15570,0.00,2.085,0.4663,0.1376,1307.0,677.62,2.9196,coast
4.0300,226.664,46.641,-11.606,1.15570,0.00,2.080,0.4664,0.1374,1303.7,677.62,2.9196,coast
4.0350,226.897,46.583,-11.602,1.15570,0.00,2.075,0.4664,0.1372,1300.4,677.62,2.9196,coast
4.0400,227.129,46.525,-11.598,1.15570,0.00,2.070,0.4665,0.1371,1297.1,677.62,2.9196,coast
4.0450,227.362,46.467,-11.594,1.15570,0.00,2.065,0.4666,0.1369,1293.9,677.62,2.9196,coast
4.0500,227.594,46.409,-11.590,1.15570,0.00,2.060,0.4666,0.1367,1290.6,677.62,2.9196,coast
4.0550,227.826,46.351,-11.585,1.15570,0.00,2.056,0.4667,0.1366,1287.4,677.62,2.9196,coast
4.0600,228.058,46.293,-11.581,1.15570,0.00,2.051,0.4668,0.1364,1284.1,677.62,2.9196,coast
4.0650,228.289,46.235,-11.577,1.15570,0.00,2.046,0.4668,0.1362,1280.9,677.62,2.9196,coast
4.0700,228.520,46.178,-11.573,1.15570,0.00,2.041,0.4669,0.1361,1277.7,677.62,2.9196,coast
4.0750,228.751,46.120,-11.568,1.15570,0.00,2.036,0.4670,0.1359,1274.4,677.62,2.9196,coast
4.0800,228.981,46.062,-11.564,1.15570,0.00,2.031,0.4671,0.1357,1271.2,677.62,2.9196,coast
4.0850,229.211,46.004,-11.560,1.15570,0.00,2.026,0.4671,0.1355,1268.0,677.62,2.9196,coast
4.0900,229.441,45.946,-11.556,1.15570,0.00,2.022,0.4672,0.1354,1264.8,677.62,2.9196,coast
4.0950,229.671,45.889,-11.552,1.15570,0.00,2.017,0.4673,0.1352,1261.6,677.62,2.9196,coast
4.1000,229.900,45.831,-11.548,1.15570,0.00,2.012,0.4673,0.1350,1258.4,677.62,2.9196,coast
4.1050,230.129,45.773,-11.543,1.15570,0.00,2.007,0.4674,0.1349,1255.2,677.62,2.9196,coast
4.1100,230.358,45.715,-11.539,1.15570,0.00,2.002,0.4675,0.1347,1252.0,677.62,2.9196,coast
4.1150,230.586,45.658,-11.535,1.15570,0.00,1.998,0.4675,0.1345,1248.8,677.62,2.9196,coast
4.1200,230.814,45.600,-11.531,1.15570,0.00,1.993,0.4676,0.1344,1245.6,677.62,2.9196,coast
4.1250,231.042,45.542,-11.527,1.15570,0.00,1.988,0.4677,0.1342,1242.5,677.62,2.9196,coast
4.1300,231.270,45.485,-11.523,1.15570,0.00,1.983,0.4678,0.1340,1239.3,677.62,2.9196,coast
4.1350,231.497,45.427,-11.519,1.15570,0.00,1.978,0.4678,0.1338,1236.1,677.62,2.9196,coast
4.1400,231.724,45.370,-11.514,1.15570,0.00,1.974,0.4679,0.1337,1233.0,677.62,2.9196,coast
4.1450,231.951,45.312,-11.510,1.15570,0.00,1.969,0.4680,0.1335,1229.8,677.62,2.9196,coast
4.1500,232.177,45.254,-11.506,1.15570,0.00,1.964,0.4680,0.1333,1226.7,677.62,2.9196,coast
4.1550,232.403,45.197,-11.502,1.15570,0.00,1.959,0.4681,0.1332,1223.5,677.62,2.9196,coast
4.1600,232.629,45.139,-11.498,1.15570,0.00,1.955,0.4682,0.1330,1220.4,677.62,2.9196,coast
4.1650,232.855,45.082,-11.494,1.15570,0.00,1.950,0.4683,0.1328,1217.2,677.62,2.9196,coast
4.1700,233.080,45.024,-11.490,1.15570,0.00,1.945,0.4683,0.1327,1214.1,677.62,2.9196,coast
4.1750,233.305,44.967,-11.486,1.15570,0.00,1.941,0.4684,0.1325,1211.0,677.62,2.9196,coast
4.1800,233.530,44.910,-11.482,1.15570,0.00,1.936,0.4685,0.1323,1207.9,677.62,2.9196,coast
4.1850,233.754,44.852,-11.478,1.15570,0.00,1.931,0.4685,0.1322,1204.8,677.62,2.9196,coast
4.1900,233.978,44.795,-11.474,1.15570,0.00,1.927,0.4686,0.1320,1201.7,677.62,2.9196,coast
4.1950,234.202,44.737,-11.470,1.15570,0.00,1.922,0.4687,0.1318,1198.6,677.62,2.9196,coast
4.2000,234.426,44.680,-11.466,1.15570,0.00,1.917,0.4688,0.1316,1195.5,677.62,2.9196,coast
4.2050,234.649,44.623,-11.462,1.15570,0.00,1.913,0.4688,0.1315,1192.4,677.62,2.9196,coast
4.2100,234.872,44.566,-11.457,1.15570,0.00,1.908,0.4689,0.1313,1189.3,677.62,2.9196,coast
4.2150,235.094,44.508,-11.453,1.15570,0.00,1.903,0.4690,0.1311,1186.2,677.62,2.9196,coast
4.2200,235.317,44.451,-11.449,1.15570,0.00,1.899,0.4691,0.1310,1183.1,677.62,2.9196,coast
4.2250,235.539,44.394,-11.445,1.15570,0.00,1.894,0.4691,0.1308,1180.1,677.62,2.9196,coast
4.2300,235.761,44.337,-11.441,1.15570,0.00,1.889,0.4692,0.1306,1177.0,677.62,2.9196,coast
4.2350,235.982,44.279,-11.437,1.15570,0.00,1.885,0.4693,0.1305,1173.9,677.62,2.9196,coast
4.2400,236.204,44.222,-11.433,1.15570,0.00,1.880,0.4693,0.1303,1170.9,677.62,2.9196,coast
4.2450,236.425,44.165,-11.429,1.15570,0.00,1.875,0.4694,0.1301,1167.8,677.62,2.9196,coast
4.2500,236.645,44.108,-11.425,1.15570,0.00,1.871,0.4695,0.1300,1164.8,677.62,2.9196,coast
4.2550,236.866,44.051,-11.422,1.15570,0.00,1.866,0.4696,0.1298,1161.7,677.62,2.9196,coast
4.2600,237.086,43.994,-11.418,1.15570,0.00,1.862,0.4696,0.1296,1158.7,677.62,2.9196,coast
4.2650,237.306,43.937,-11.414,1.15570,0.00,1.857,0.4697,0.1295,1155.7,677.62,2.9196,coast
4.2700,237.525,43.880,-11.410,1.15570,0.00,1.853,0.4698,0.1293,1152.7,677.62,2.9196,coast
4.2750,237.744,43.822,-11.406,1.15570,0.00,1.848,0.4699,0.1291,1149.6,677.62,2.9196,coast
4.2800,237.963,43.765,-11.402,1.15570,0.00,1.843,0.4699,0.1290,1146.6,677.62,2.9196,coast
4.2850,238.182,43.708,-11.398,1.15570,0.00,1.839,0.4700,0.1288,1143.6,677.62,2.9196,coast
4.2900,238.400,43.652,-11.394,1.15570,0.00,1.834,0.4701,0.1286,1140.6,677.62,2.9196,coast
4.2950,238.619,43.595,-11.390,1.15570,0.00,1.830,0.4702,0.1285,1137.6,677.62,2.9196,coast
4.3000,238.836,43.538,-11.386,1.15570,0.00,1.825,0.4702,0.1283,1134.6,677.62,2.9196,coast
4.3050,239.054,43.481,-11.382,1.15570,0.00,1.821,0.4703,0.1281,1131.6,677.62,2.9196,coast
4.3100,239.271,43.424,-11.378,1.15570,0.00,1.816,0.4704,0.1280,1128.6,677.62,2.9196,coast
4.3150,239.488,43.367,-11.374,1.15570,0.00,1.812,0.4705,0.1278,1125.7,677.62,2.9196,coast
4.3200,239.705,43.310,-11.370,1.15570,0.00,1.807,0.4705,0.1276,1122.7,677.62,2.9196,coast
4.3250,239.921,43.253,-11.367,1.15570,0.00,1.803,0.4706,0.1275,1119.7,677.62,2.9196,coast
4.3300,240.137,43.196,-11.363,1.15570,0.00,1.798,0.4707,0.1273,1116.8,677.62,2.9196,coast
4.3350,240.353,43.140,-11.359,1.15570,0.00,1.794,0.4708,0.1271,1113.8,677.62,2.9196,coast
4.3400,240.569,43.083,-11.355,1.15570,0.00,1.789,0.4708,0.1269,1110.9,677.62,2.9196,coast
4.3450,240.784,43.026,-11.351,1.15570,0.00,1.785,0.4709,0.1268,1107.9,677.62,2.9196,coast
4.3500,240.999,42.969,-11.347,1.15570,0.00,1.780,0.4710,0.1266,1105.0,677.62,2.9196,coast
4.3550,241.214,42.913,-11.343,1.15570,0.00,1.776,0.4711,0.1264,1102.0,677.62,2.9196,coast
4.3600,241.428,42.856,-11.340,1.15570,0.00,1.772,0.4711,0.1263,1099.1,677.62,2.9196,coast
4.3650,241.642,42.799,-11.336,1.15570,0.00,1.767,0.4712,0.1261,1096.2,677.62,2.9196,coast
4.3700,241.856,42.742,-11.332,1.15570,0.00,1.763,0.4713,0.1259,1093.2,677.62,2.9196,coast
4.3750,242.070,42.686,-11.328,1.15570,0.00,1.758,0.4714,0.1258,1090.3,677.62,2.9196,coast
4.3800,242.283,42.629,-11.324,1.15570,0.00,1.754,0.4714,0.1256,1087.4,677.62,2.9196,coast
4.3850,242.496,42.573,-11.320,1.15570,0.00,1.749,0.4715,0.1254,1084.5,677.62,2.9196,coast
4.3900,242.709,42.516,-11.317,1.15570,0.00,1.745,0.4716,0.1253,1081.6,677.62,2.9196,coast
4.3950,242.921,42.459,-11.313,1.15570,0.00,1.741,0.4717,0.1251,1078.7,677.62,2.9196,coast
4.4000,243.133,42.403,-11.309,1.15570,0.00,1.736,0.4718,0.1249,1075.8,677.62,2.9196,coast
4.4050,243.345,42.346,-11.305,1.15570,0.00,1.732,0.4718,0.1248,1072.9,677.62,2.9196,coast
4.4100,243.557,42.290,-11.301,1.15570,0.00,1.728,0.4719,0.1246,1070.0,677.62,2.9196,coast
4.4150,243.768,42.233,-11.298,1.15570,0.00,1.723,0.4720,0.1245,1067.1,677.62,2.9196,coast
4.4200,243.979,42.177,-11.294,1.15570,0.00,1.719,0.4721,0.1243,1064.3,677.62,2.9196,coast
4.4250,244.190,42.120,-11.290,1.15570,0.00,1.714,0.4721,0.1241,1061.4,677.62,2.9196,coast
4.4300,244.400,42.064,-11.286,1.15570,0.00,1.710,0.4722,0.1240,1058.5,677.62,2.9196,coast
4.4350,244.610,42.008,-11.283,1.15570,0.00,1.706,0.4723,0.1238,1055.7,677.62,2.9196,coast
4.4400,244.820,41.951,-11.279,1.15570,0.00,1.701,0.4724,0.1236,1052.8,677.62,2.9196,coast
4.4450,245.030,41.895,-11.275,1.15570,0.00,1.697,0.4725,0.1235,1050.0,677.62,2.9196,coast
4.4500,245.239,41.838,-11.271,1.15570,0.00,1.693,0.4725,0.1233,1047.1,677.62,2.9196,coast
4.4550,245.448,41.782,-11.268,1.15570,0.00,1.689,0.4726,0.1231,1044.3,677.62,2.9196,coast
4.4600,245.657,41.726,-11.264,1.15570,0.00,1.684,0.4727,0.1230,1041.5,677.62,2.9196,coast
4.4650,245.866,41.669,-11.260,1.15570,0.00,1.680,0.4728,0.1228,1038.6,677.62,2.9196,coast
4.4700,246.074,41.613,-11.257,1.15570,0.00,1.676,0.4728,0.1226,1035.8,677.62,2.9196,coast
4.4750,246.282,41.557,-11.253,1.15570,0.00,1.671,0.4729,0.1225,1033.0,677.62,2.9196,coast
4.4800,246.489,41.501,-11.249,1.15570,0.00,1.667,0.4730,0.1223,1030.2,677.62,2.9196,coast
4.4850,246.697,41.444,-11.245,1.15570,0.00,1.663,0.4731,0.1221,1027.4,677.62,2.9196,coast
4.4900,246.904,41.388,-11.242,1.15570,0.00,1.659,0.4732,0.1220,1024.6,677.62,2.9196,coast
4.4950,247.111,41.332,-11.238,1.15570,0.00,1.654,0.4732,0.1218,1021.8,677.62,2.9196,coast
4.5000,247.317,41.276,-11.234,1.15570,0.00,1.650,0.4733,0.1216,1019.0,677.62,2.9196,coast
4.5050,247.523,41.220,-11.231,1.15570,0.00,1.646,0.4734,0.1215,1016.2,677.62,2.9196,coast
4.5100,247.729,41.163,-11.227,1.15570,0.00,1.642,0.4735,0.1213,1013.4,677.62,2.9196,coast
4.5150,247.935,41.107,-11.223,1.15570,0.00,1.637,0.4736,0.1211,1010.6,677.62,2.9196,coast
4.5200,248.140,41.051,-11.220,1.15570,0.00,1.633,0.4736,0.1210,1007.8,677.62,2.9196,coast
4.5250,248.346,40.995,-11.216,1.15570,0.00,1.629,0.4737,0.1208,1005.0,677.62,2.9196,coast
4.5300,248.550,40.939,-11.212,1.15570,0.00,1.625,0.4738,0.1206,1002.3,677.62,2.9196,coast
4.5350,248.755,40.883,-11.209,1.15570,0.00,1.620,0.4739,0.1205,999.5,677.62,2.9196,coast
4.5400,248.959,40.827,-11.205,1.15570,0.00,1.616,0.4740,0.1203,996.8,677.62,2.9196,coast
4.5450,249.163,40.771,-11.202,1.15570,0.00,1.612,0.4740,0.1201,994.0,677.62,2.9196,coast
4.5500,249.367,40.715,-11.198,1.15570,0.00,1.608,0.4741,0.1200,991.3,677.62,2.9196,coast
4.5550,249.570,40.659,-11.194,1.15570,0.00,1.604,0.4742,0.1198,988.5,677.62,2.9196,coast
4.5600,249.774,40.603,-11.191,1.15570,0.00,1.600,0.4743,0.1197,985.8,677.62,2.9196,coast
